test_period,lift,precision_at_k,recall_at_k
2020-05-31,2.1453917395509507,0.8375259267138223,1.0
2020-06-30,2.1489770984452417,0.8371004626921236,1.0
2020-07-31,2.1407610636962286,0.8331915119927671,1.0
2020-08-31,2.1357805116329276,0.8344147210551508,1.0
